date,time,from_city,to_city,travel_time,trip_id,seat_type,seat_num,id,cost
2021-11-13,12:00,Lviv,Odessa,3,1,1,0,1,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,1,2,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,2,3,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,3,4,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,4,5,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,5,6,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,6,7,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,7,8,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,8,9,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,9,10,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,10,11,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,11,12,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,12,13,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,13,14,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,14,15,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,15,16,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,16,17,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,17,18,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,18,19,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,19,20,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,20,21,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,21,22,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,22,23,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,23,24,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,24,25,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,25,26,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,26,27,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,27,28,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,28,29,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,29,30,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,30,31,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,31,32,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,32,33,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,33,34,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,34,35,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,35,36,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,36,37,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,37,38,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,38,39,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,39,40,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,40,41,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,41,42,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,42,43,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,43,44,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,44,45,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,45,46,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,46,47,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,47,48,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,48,49,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,49,50,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,50,51,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,51,52,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,52,53,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,53,54,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,54,55,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,55,56,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,56,57,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,57,58,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,58,59,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,59,60,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,60,61,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,61,62,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,62,63,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,63,64,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,64,65,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,65,66,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,66,67,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,67,68,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,68,69,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,69,70,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,70,71,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,71,72,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,72,73,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,73,74,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,74,75,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,75,76,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,76,77,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,77,78,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,78,79,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,79,80,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,80,81,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,81,82,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,82,83,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,83,84,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,84,85,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,85,86,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,86,87,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,87,88,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,88,89,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,89,90,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,90,91,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,91,92,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,92,93,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,93,94,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,94,95,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,95,96,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,96,97,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,97,98,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,98,99,136
2021-11-13,12:00,Lviv,Odessa,3,1,1,99,100,136
2021-11-13,12:00,Lviv,Odessa,3,1,2,0,101,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,1,102,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,2,103,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,3,104,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,4,105,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,5,106,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,6,107,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,7,108,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,8,109,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,9,110,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,10,111,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,11,112,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,12,113,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,13,114,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,14,115,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,15,116,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,16,117,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,17,118,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,18,119,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,19,120,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,20,121,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,21,122,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,22,123,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,23,124,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,24,125,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,25,126,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,26,127,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,27,128,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,28,129,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,29,130,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,30,131,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,31,132,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,32,133,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,33,134,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,34,135,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,35,136,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,36,137,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,37,138,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,38,139,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,39,140,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,40,141,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,41,142,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,42,143,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,43,144,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,44,145,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,45,146,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,46,147,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,47,148,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,48,149,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,49,150,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,50,151,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,51,152,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,52,153,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,53,154,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,54,155,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,55,156,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,56,157,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,57,158,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,58,159,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,59,160,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,60,161,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,61,162,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,62,163,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,63,164,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,64,165,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,65,166,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,66,167,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,67,168,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,68,169,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,69,170,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,70,171,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,71,172,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,72,173,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,73,174,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,74,175,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,75,176,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,76,177,95
2021-11-13,12:00,Lviv,Odessa,3,1,2,77,178,95
